GameId,GameDate,Quarter,OffenseTeam,DefenseTeam,Down,ToGo,YardLine,SeriesFirstDown,SeasonYear,Yards,IsRush,IsPass,IsIncomplete,IsTouchdown,IsSack,IsInterception,IsFumble
2021092612,9/26/2021,1,MIN,SEA,1,10,57,1,2021,17,0,1,0,0,0,0,0
2021092612,9/26/2021,1,MIN,SEA,1,10,74,0,2021,8,0,1,0,0,0,0,0
2021092612,9/26/2021,1,MIN,SEA,2,2,82,1,2021,10,0,1,0,0,0,0,0
2021092612,9/26/2021,1,MIN,SEA,1,8,92,0,2021,1,1,0,0,0,0,0,0
2021101008,10/10/2021,1,WAS,NO,2,2,51,1,2021,3,1,0,0,0,0,0,0
2021101008,10/10/2021,1,WAS,NO,1,10,54,0,2021,9,0,1,0,0,0,0,0
2021101706,10/17/2021,3,LA,NYG,2,7,54,0,2021,6,0,1,0,0,0,0,0
2021102405,10/24/2021,4,KC,TEN,4,8,58,1,2021,25,0,1,0,0,0,0,0
2021103101,10/31/2021,4,BUF,MIA,1,10,77,0,2021,3,1,0,0,0,0,0,0
2021102406,10/24/2021,2,LA,DET,2,9,80,0,2021,0,0,0,0,0,0,0,0
2021102408,10/24/2021,2,ARI,HOU,2,4,58,1,2021,11,1,0,0,0,0,0,0
2021103103,10/31/2021,4,PIT,CLE,2,11,77,0,2021,1,1,0,0,0,0,0,0
2021110800,11/8/2021,4,PIT,CHI,3,1,64,0,2021,0,1,0,0,0,0,0,0
2021111405,11/14/2021,2,TEN,NO,4,1,69,0,2021,0,0,0,0,0,0,0,0
2021112104,11/21/2021,3,SF,JAX,2,5,95,0,2021,4,0,1,0,0,0,0,0
2021112104,11/21/2021,3,SF,JAX,3,1,99,0,2021,0,0,1,1,0,0,0,0
2021112107,11/21/2021,1,PHI,NO,1,10,81,0,2021,0,0,1,1,0,0,0,0
2021112107,11/21/2021,1,PHI,NO,2,10,81,0,2021,4,1,0,0,0,0,0,0
2021112108,11/21/2021,3,TEN,HOU,3,3,77,0,2021,0,0,1,1,0,0,0,0
